,评论,点赞数,用户名,评论时间和ip地址,预测值,评价类别,ip地址,评论时间
604,不要说缘，说钱,0,快乐人生,1天前·宁夏,0.1813642663715207,无意向,宁夏,2023-05-04 22:22:11
605,1天前·四川,0,伊芙,1天前·四川,0.16637866507656018,无意向,四川,2023-05-04 22:22:11
114,大數據太可怕了！連續刷到四個同部車的視頻。。。,5,Mr Veggies,5天前·美国,0.026013886595366742,无意向,美国,2023-04-30 22:22:11
113,为什么不做油电混动的,2,陈Cc,5天前·贵州,0.22409592364450936,无意向,贵州,2023-04-30 22:22:11
112,羊绒的夏天热吗,6,南笙浅梦(九亿),5天前·贵州,0.2595683657147584,无意向,贵州,2023-04-30 22:22:11
640,好车不用说，客户口口相传才是最好，一些花里胡哨的功能有啥用，自己也体验不到，给别人看的而已,1,亦木,13小时前·山东,0.12361740957052059,无意向,山东,2023-05-05 09:22:11
126,是不是点评了沃尔沃EX90的车评人才算一线车评人！,5,那么强,5天前·湖南,0.041186652715455296,无意向,湖南,2023-04-30 22:22:11
95,真厉害,2,何大壮,5天前·陕西,0.36361123745201185,无意向,陕西,2023-04-30 22:22:11
93,贵~,71,AndyBeck阔,5天前·陕西,0.48444444444444446,无意向,陕西,2023-04-30 22:22:11
74,6天前·天津,2,爱上雨声,6天前·天津,0.21242606088602345,无意向,天津,2023-04-29 22:22:11
54,我丢 看完虎哥的 看猴哥 之后又看到了八戒的 就差沙师弟了！,2,王心凌.,6天前·广西,0.1550291157685607,无意向,广西,2023-04-29 22:22:11
55,是我妹夫的车,2,南宁鸿鑫汽车贸易,6天前·广西,0.21889667004986813,无意向,广西,2023-04-29 22:22:11
71,奔驰，宝马。奥迪都卖不动电动车。沃尔沃能卖的动？？？？,1,梁子,6天前·安徽,0.08334612360541749,无意向,安徽,2023-04-29 22:22:11
56,猴哥你好，他们叫我来问一下你，可不可以把阿张介绍给我,628,莹 莹,6天前·广东,0.374403445941613,无意向,广东,2023-04-29 22:22:11
70,今天至少有十个以上的说车博主同时发了这个沃尔沃ex90！！沃尔沃推广费真是下血本了,7,毅宝乀,6天前·安徽,0.11835072065051577,无意向,安徽,2023-04-29 22:22:11
624,猴哥，想买一辆二手车，,4,阿离,16小时前·福建,0.05702301916590036,无意向,福建,2023-05-05 06:22:11
57,这应该是他的第二台纯电车型吧，前一台XC60不是纯电的咯,35,Johannes（DJ·kanon学生）,6天前·广东,0.266545469507234,无意向,广东,2023-04-29 22:22:11
68,为啥纯电的车头都不大气,2,壹蓑烟雨任平生,6天前·山东,0.11355314447803455,无意向,山东,2023-04-29 22:22:11
628,这车可以有,0,一年四季都是春,15小时前·辽宁,0.2500000000000001,无意向,辽宁,2023-05-05 07:22:11
59,同一个场景十几个车评人轮流上？,2,小小的太阳,6天前·广东,0.2772341876674367,无意向,广东,2023-04-29 22:22:11
66,刚看完震哥，八戒，又刷到猴哥,2619,? ???????,6天前·山东,0.05573724977107375,无意向,山东,2023-04-29 22:22:11
65,你跟虎哥撞车了,29,嘴巴嘟嘟嘟,6天前·山西,0.1837233963534416,无意向,山西,2023-04-29 22:22:11
60,这个车花了多少钱来请车评人，今天刷到几十个了,2,埃隆马赛克,6天前·广东,0.019211476706928132,无意向,广东,2023-04-29 22:22:11
63,前脸做轿车好看,2,深情的阿黎,6天前·广东,0.21229425232992727,无意向,广东,2023-04-29 22:22:11
75,劳资发觉啥车你都说好，说的天花乱坠的,25,『阿文』,6天前·四川,0.03283951088982762,无意向,四川,2023-04-29 22:22:11
94,5天前·陕西,2,余豆豆???,5天前·陕西,0.41743431316267277,无意向,陕西,2023-04-30 22:22:11
76,这期沃尔沃充值太明显了吧,8,浩有道,6天前·四川,0.3533192396506164,无意向,四川,2023-04-29 22:22:11
51,猴哥太专业了,2,花里胡嘈,6天前·江苏,0.49008376470604087,无意向,江苏,2023-04-29 22:22:11
636,13小时前·贵州,0,农村妹妹,13小时前·贵州,0.44038137733615934,无意向,贵州,2023-05-05 09:22:11
612,八哥这款车多少钱,1,人民币影视,1天前·云南,0.49075515574963724,无意向,云南,2023-05-04 22:22:11
41,说价格吧,2,追逐,6天前·河北,0.42966601113052005,无意向,河北,2023-04-29 22:22:11
42,全网你挣钱我最不眼红,79,那年那月那个夏天,6天前·江西,0.25258981516361223,无意向,江西,2023-04-29 22:22:11
635,无聊,1,37°2,13小时前·陕西,0.2000000000000003,无意向,陕西,2023-05-05 09:22:11
615,我看是龇牙那？？,0,笨你,1天前·上海,0.19329756605972725,无意向,上海,2023-05-04 22:22:11
88,一个灯有啥,0,刘杨,5小时前·湖南,0.26200683635964184,无意向,湖南,2023-05-05 17:22:11
633,沃尔沃终于舍得换内饰了,1,淮南,14小时前·江苏,0.2926235022827959,无意向,江苏,2023-05-05 08:22:11
84,高于38万肯定凉 低于38万蔚来凉！,37,坏掉的充电桩,6天前·北京,0.21110039681435877,无意向,北京,2023-04-29 22:22:11
83,八戒说车是你嘛？,1,IT陈,6天前·北京,0.2198626320488175,无意向,北京,2023-04-29 22:22:11
82,沃尔沃用料良心,1,老杨,6天前·北京,0.39774986356211395,无意向,北京,2023-04-29 22:22:11
81,排第一的，还得是小腾,18,Mr.Moo,6天前·北京,0.3710560693621683,无意向,北京,2023-04-29 22:22:11
49,挂链接。。。,2,边走边爱,6天前·江苏,0.1807095503817303,无意向,江苏,2023-04-29 22:22:11
50,要不要五万块钱,2,独孤求败,6天前·江苏,0.09775720138299526,无意向,江苏,2023-04-29 22:22:11
77,说实在的，你作为一个挺知名的说车人，不管啥车你都说好，真的很跌价,2,陈老大,6天前·四川,0.18146908433804554,无意向,四川,2023-04-29 22:22:11
53,胖哥，在那能买到,2,铜人雷神,6天前·新疆,0.48244778683568157,无意向,新疆,2023-04-29 22:22:11
643,12小时前·辽宁,1,刘书超,12小时前·辽宁,0.48298857343085677,无意向,辽宁,2023-05-05 10:22:11
627,16小时前·广东,0,老爷权,16小时前·广东,0.428566893845847,无意向,广东,2023-05-05 06:22:11
154,猴哥好像你介绍的车没有，不好的都好,30,小鹏,5天前·河南,0.39749883008998466,无意向,河南,2023-04-30 22:22:11
145,能给我整一辆五六千块钱的车又有面子吗？,5,集成吊顶安装,5天前·浙江,0.09339601897040284,无意向,浙江,2023-04-30 22:22:11
170,怎么没介绍一下沃尔沃的安全性,2,冷漠,5天前·河南,0.16874961573633274,无意向,河南,2023-04-30 22:22:11
147,这是下了血本了，都是说这辆车,6,辜负自己,5天前·浙江,0.2383655796867673,无意向,浙江,2023-04-30 22:22:11
148,可不可以理解为买沃尔沃的都相对怕死一点，我是说相对,16,『君義』,5天前·浙江,0.10288295568297734,无意向,浙江,2023-04-30 22:22:11
169,广告费，最终都转加到买这车的客户,2,145725363,5天前·河南,0.06638654402641464,无意向,河南,2023-04-30 22:22:11
149,沃尔沃ex90，沃尔沃这是下血本了,6,波波爱追剧,5天前·浙江,0.4005149975561668,无意向,浙江,2023-04-30 22:22:11
168,沃尔沃汽车，安全第一,2,毛豆爸,5天前·河南,0.3266040249287774,无意向,河南,2023-04-30 22:22:11
10,只要给钱啥都好,1,远方,7小时前·河北,0.44742378171865615,无意向,河北,2023-05-05 15:22:11
9,是不是我们大庆拧的螺丝,1,Pyh字漱铭,7小时前·黑龙江,0.007332682753531716,无意向,黑龙江,2023-05-05 15:22:11
586,买车不要听别人的，自己喜欢就行，我就买的纳智捷Q，别人都说不行，我开了三个月，这车确实不行。,1,北城一男,1天前·江苏,0.02136316414162598,无意向,江苏,2023-05-04 22:22:11
3,终于看到一款内饰不一样的沃尔沃了,1,黄一,9小时前·江苏,0.446882358103613,无意向,江苏,2023-05-05 13:22:11
166,看看ds的灯,2,这首歌是这样唱的,5天前·河南,0.258341934252431,无意向,河南,2023-04-30 22:22:11
153,他的车空间问题太大，浪费尺寸。。。,36,李一,5天前·河南,0.07457424875989649,无意向,河南,2023-04-30 22:22:11
653,最近咋看不到阿张了,1,铭铭爹地,11小时前·河北,0.26248865033897906,无意向,河北,2023-05-05 11:22:11
128,一台50万推广[灵光一闪],2,奶味小萌车品,5天前·湖南,0.2538832501001079,无意向,湖南,2023-04-30 22:22:11
155,买不起,5,杜记胖孩烧烤,5天前·河南,0.2500000000000001,无意向,河南,2023-04-30 22:22:11
164,你就说修起来是不是更特别,2,新时代泥石流,5天前·河南,0.20477832507885452,无意向,河南,2023-04-30 22:22:11
652,等你换电瓶的时候就知道了,0,小张冷链、专业制冷、用心服务！,12小时前·安徽,0.11395766471726465,无意向,安徽,2023-05-05 10:22:11
585,这个内饰，容易脏不？有狗狗要做副驾驶,1,桃花不换酒,1天前·江苏,0.04832463467548709,无意向,江苏,2023-05-04 22:22:11
7,什么沃尔沃，吉利！,2,米陶,8小时前·浙江,0.4737672181921908,无意向,浙江,2023-05-05 14:22:11
157,昨天我都看到你说这个车,6,?杯中烈酒??敬余生???,5天前·河南,0.4915540016511052,无意向,河南,2023-04-30 22:22:11
4,这个高级灰确实高级,1,洁洁洁 洁子,9小时前·山东,0.06825544382968729,无意向,山东,2023-05-05 13:22:11
158,拉黑过的为啥还给推？？,8,阿拉蕾,5天前·河南,0.006360286786374236,无意向,河南,2023-04-30 22:22:11
6,这前脸咋看着有点不协调,1,北平青年,9小时前·北京,0.2450886637053461,无意向,北京,2023-05-05 13:22:11
163,这个车，今天刷屏了，看来充值了不少钱,2,万信皮尺，不锈钢管,5天前·河南,0.15448304862563733,无意向,河南,2023-04-30 22:22:11
159,所有的车评人都在说它,79,沉鸣,5天前·河南,0.24067073542806694,无意向,河南,2023-04-30 22:22:11
160,五块钱能不能买？,5,A、,5天前·河南,0.11408387762270789,无意向,河南,2023-04-30 22:22:11
583,再胖就要,1,H金尊猴,1天前·江苏,0.2685449874359688,无意向,江苏,2023-05-04 22:22:11
165,有啥用吗,2,勿忘我,5天前·河南,0.0625,无意向,河南,2023-04-30 22:22:11
144,我们都没关注啊，广告就广告么,6,明波,5天前·浙江,0.28917943583889794,无意向,浙江,2023-04-30 22:22:11
581,用到关键地方不好吗！！,1,沃赟酉握酷玩,1天前·河南,0.38333278946416804,无意向,河南,2023-05-04 22:22:11
14,这个车和大众的电车同款丑的不行，我都试过了，就是丑,2,陈家公子,6小时前·广东,0.3785089414832009,无意向,广东,2023-05-05 16:22:11
131,在比亚迪面前咋样,1,专业装修沙，砖水泥，出垃圾,5天前·湖北,0.23739388602012923,无意向,湖北,2023-04-30 22:22:11
130,刚看完震哥，八戒，又刷到猴哥,0,千千益益好物,5天前·湖北,0.05573724977107375,无意向,湖北,2023-04-30 22:22:11
132,经理也带推广了,7,爱尚YEBX,5天前·湖北,0.38162643309060884,无意向,湖北,2023-04-30 22:22:11
654,请问怎么评论这次宝马事件,2,小马儿,11小时前·山西,0.06702077791663796,无意向,山西,2023-05-05 11:22:11
177,我也想有一辆,2,陈陈好物,5天前·河北,0.3893921383534421,无意向,河北,2023-04-30 22:22:11
595,牌照能眨眼就好了,0,@阿俊,1天前·广东,0.4992465337847857,无意向,广东,2023-05-04 22:22:11
13,6小时前·陕西,0,听雨,6小时前·陕西,0.46475150957166356,无意向,陕西,2023-05-05 16:22:11
134,别的不说，后排座椅又矮又短的毛病改了没有？,30,挥手,5天前·湖北,0.35317111231463694,无意向,湖北,2023-04-30 22:22:11
596,人人都说电动车不好，每个汽车商都在推出电动车是为什么呢,0,荼荼太美,1天前·广东,0.15462421843946494,无意向,广东,2023-05-04 22:22:11
173,沃尔沃开窍了，知道做广告了,3,隔壁你王叔,5天前·河北,0.3465534949961794,无意向,河北,2023-04-30 22:22:11
175,我家现在xc60 告诉我多少钱 让我死心,7,吃de,5天前·河北,0.15035338875154136,无意向,河北,2023-04-30 22:22:11
135,眼不眨了，就可以卖车啦,2,周游世界,5天前·湖北,0.35447743990849956,无意向,湖北,2023-04-30 22:22:11
17,区长，羊驼，再加上猴哥已经是我连续第三个刷到ex90了,20,过眼云烟,6天前·陕西,0.4922811883462923,无意向,陕西,2023-04-29 22:22:11
2,多少钱,2,用户84406435,9小时前·浙江,0.2991169977924947,无意向,浙江,2023-05-05 13:22:11
137,就问W卖不卖,2,丈母娘指定地板大咖,5天前·湖北,0.023255012739207936,无意向,湖北,2023-04-30 22:22:11
138,猴哥你好，他们叫我来问一下你，可不可以把阿张介绍给我,2,娜姐不淑女,5天前·湖北,0.374403445941613,无意向,湖北,2023-04-30 22:22:11
593,你坐进去，我感觉车都变小了,0,泉必清收藏,1天前·广东,0.44231248870102546,无意向,广东,2023-05-04 22:22:11
172,猴哥，虎哥，八戒，三大说车博主一起发布了沃尔沃ex90，沃尔沃这是下血本了,3,逆流而上，顶风前行,5天前·河北,0.11868874469618773,无意向,河北,2023-04-30 22:22:11
141,刚看完震哥，八戒，又刷到猴哥,2,惹不起的酸菜鱼,5天前·湖北,0.05573724977107375,无意向,湖北,2023-04-30 22:22:11
16,那gs8你不说说？,7,、賀大人a,6天前·陕西,0.34527875471283087,无意向,陕西,2023-04-29 22:22:11
590,花里胡哨一大堆 有啥用？,1,峰少0919,1天前·江苏,0.019287573342480102,无意向,江苏,2023-05-04 22:22:11
15,怎么又给我推送这个胖子！已经列为不感兴趣了,1,永远自由的心,6小时前·上海,0.2910288891029127,无意向,上海,2023-05-05 16:22:11
649,说吧，多少米？让我死心,1,B.blue,12小时前·广东,0.20861923076476285,无意向,广东,2023-05-05 10:22:11
579,我是一个沃尔沃车队，感觉这次是沃尔沃有史以来最大改变,1,无言丶,1天前·河南,0.3984267852356279,无意向,河南,2023-05-04 22:22:11
435,安全细分领域上，沃尔沃为整个行业和普罗大众贡献了,1,那年的咖啡,3天前·江西,0.997620739144981,有意向,江西,2023-05-02 22:22:11
437,XC40用户报道，下一辆窝窝就你了！,0,小叮咚,3天前·江西,0.7847499118563638,有意向,江西,2023-05-02 22:22:11
482,句句不提续航,1,紫罗：DCW,3天前·安徽,0.5560097286804769,有意向,安徽,2023-05-02 22:22:11
476,羊绒的，哈哈哈,1,晚香玉,3天前·山东,0.855948838728563,有意向,山东,2023-05-02 22:22:11
436,安全才是最大的豪华，汽车界能真正意义以“安全”立身的，只有沃尔沃，没有其他！,0,思绪，情绪,3天前·江西,0.5482845692816667,有意向,江西,2023-05-02 22:22:11
480,电车我只选比亚迪……其他都是小弟弟,1,酒品-金顺达回收站,3天前·山东,0.9798811059177533,有意向,山东,2023-05-02 22:22:11
629,真的不错,1,多善多福,15小时前·河北,0.8977399172976486,有意向,河北,2023-05-05 07:22:11
630,值得拥有,1,淼淼,15小时前·河北,0.9501372674577372,有意向,河北,2023-05-05 07:22:11
644,12小时前·湖北,1,神牛25,12小时前·湖北,0.7370206325162788,有意向,湖北,2023-05-05 10:22:11
472,本来挺感兴趣的，一听沃尔沃，算了睡吧,2,老村的幸福生活,3天前·山东,0.6502456600901849,有意向,山东,2023-05-02 22:22:11
642,我记得原来就替网友指导哪个车不能买，现在一直宣导都可以买,1,葛七,12小时前·黑龙江,0.7706453871294692,有意向,黑龙江,2023-05-05 10:22:11
457,车挺炫,1,大河向前奔,3天前·广东,0.9398300872670079,有意向,广东,2023-05-02 22:22:11
458,这里什么话题都有，乐趣多多！,1,宇宙的种子,3天前·广东,0.9609337258197348,有意向,广东,2023-05-02 22:22:11
454,价格高是沃的爱好！还有一爱好就是优惠距大,1,对就是它了,3天前·广西,0.992328403577406,有意向,广西,2023-05-02 22:22:11
645,猴哥，帮我参考一辆车，、，,1,虎，加油,12小时前·江苏,0.6201626840436012,有意向,江苏,2023-05-05 10:22:11
453,喜欢，买不起系列,2,?黄小西?,3天前·广西,0.6615423434080362,有意向,广西,2023-05-02 22:22:11
646,漂亮大气上档次品牌就是品牌,1,小哥,12小时前·广西,0.999673009968588,有意向,广西,2023-05-05 10:22:11
647,有什么用,1,无所谓DK,12小时前·广东,0.5262327818078083,有意向,广东,2023-05-05 10:22:11
648,还得是终极小腾能看呀。,1,帕壮他哥,12小时前·广东,0.8081728030204155,有意向,广东,2023-05-05 10:22:11
641,13小时前·安徽,1,春花秋月,13小时前·安徽,0.9017765139797875,有意向,安徽,2023-05-05 09:22:11
449,确实不错大气好看上档次,2,飞鹰亮亮,3天前·江苏,0.9993600639844542,有意向,江苏,2023-05-02 22:22:11
448,沃尔沃ex90高端大气，配置高，空间大，性能好，值得信赖,2,五木,3天前·江苏,0.9999949897034824,有意向,江苏,2023-05-02 22:22:11
650,我直接拉黑他们了，安静多了,1,Vvvvv,12小时前·广东,0.6904764091034753,有意向,广东,2023-05-05 10:22:11
446,什么价位,2,Joe Hon,3天前·江苏,0.8098159509202455,有意向,江苏,2023-05-02 22:22:11
639,豪车都是人家的，我看看就好,1,快乐无限～,13小时前·广东,0.7782302933096831,有意向,广东,2023-05-05 09:22:11
651,看着不错,1,延喜,12小时前·山东,0.8883605870964454,有意向,山东,2023-05-05 10:22:11
637,抱看,1,Siya～,13小时前·湖北,0.8215824240701256,有意向,湖北,2023-05-05 09:22:11
443,能不能回徐州做一期美食，学学丸子妹,0,w,3天前·江苏,0.8224673345747554,有意向,江苏,2023-05-02 22:22:11
442,有一天你会一个粉丝没有,1,独忆,3天前·江苏,0.58717974165412,有意向,江苏,2023-05-02 22:22:11
467,5个毫米波雷达、8个摄像头、12个超声波雷达和一个激光雷达，够壕够下本,0,Lonely_heart?,3天前·山西,0.9936047363835414,有意向,山西,2023-05-02 22:22:11
440,大品牌值得信赖,0,亦周,3天前·江西,0.994772923510958,有意向,江西,2023-05-02 22:22:11
469,2015年T8车型就已经主动电气化了哦,1,过火,3天前·山西,0.5610435352269021,有意向,山西,2023-05-02 22:22:11
634,功能多了，以后事就多了，简单一点最好了,1,战四儿,14小时前·北京,0.8127592613077503,有意向,北京,2023-05-05 08:22:11
632,安全满分只有沃尔沃了。,1,莫愁前路无知己,15小时前·山东,0.665496594894056,有意向,山东,2023-05-05 07:22:11
438,V90车主表示，心动得很！,0,傲雪凌霜,3天前·江西,0.927438266378346,有意向,江西,2023-05-02 22:22:11
631,国货最好,2,祈祷平安,15小时前·山西,0.7722816629974093,有意向,山西,2023-05-05 07:22:11
575,电车还是国产的好,0,微尘,1天前·河南,0.9790481187240947,有意向,河南,2023-05-04 22:22:11
614,这车老牛逼,1,用户3555568868042,1天前·上海,0.6719431276925301,有意向,上海,2023-05-04 22:22:11
626,@海豹海豹的小柚恩 @儒雅随和的许酱 我最爱的窝窝,1,孤独时代的蓁蓁,16小时前·广东,0.9990971072448933,有意向,广东,2023-05-05 06:22:11
547,20小时前·北京,1,德华,20小时前·北京,0.568374815200727,有意向,北京,2023-05-05 02:22:11
546,车身外观非常的好看，要畅通,2,蓝梦雪,20小时前·天津,0.9873639352307071,有意向,天津,2023-05-05 02:22:11
591,我关注的是，续航多少公里多少钱这个车,1,等玫瑰的爱,1天前·广西,0.7753906693495003,有意向,广西,2023-05-04 22:22:11
592,电车还是BYD,1,砂糖橘001,1天前·广西,0.9519383122671627,有意向,广西,2023-05-04 22:22:11
543,车身外观非常的好看，要畅通,0,顺顺利利的,23小时前·广西,0.9873639352307071,有意向,广西,2023-05-04 23:22:11
542,今天终于见到真人了,0,张堰小胖胖（小皇冠预订中）,2天前·上海,0.9050477038224477,有意向,上海,2023-05-03 22:22:11
594,爱了,1,公子文案,1天前·广东,0.7483050847457626,有意向,广东,2023-05-04 22:22:11
548,这个电脑别如果中了病毒或者被怎么解决,0,火狐M,1小时前·河北,0.7265534998002613,有意向,河北,2023-05-05 21:22:11
541,猴哥本人好Nice,1,Kimi,2天前·上海,0.5817176723447774,有意向,上海,2023-05-03 22:22:11
539,Mini会眨眼,1,茶已,2天前·内蒙古,0.5015998525304305,有意向,内蒙古,2023-05-03 22:22:11
538,猴哥您好,0,杰哥,2天前·内蒙古,0.5333793812956976,有意向,内蒙古,2023-05-03 22:22:11
537,我从一个冰激淋进来的,1,暖宝儿2015,2天前·北京,0.6552685984327619,有意向,北京,2023-05-03 22:22:11
536,这个是在中国生产的吗,1,LowKeyMan,2天前·北京,0.7689967401244472,有意向,北京,2023-05-03 22:22:11
533,还不错，就是太贵了,1,青莲幽梦,2天前·天津,0.8717221333694785,有意向,天津,2023-05-03 22:22:11
532,你好,0,吖,2天前·天津,0.5312500000000001,有意向,天津,2023-05-03 22:22:11
597,没感觉出来炫酷 就感觉儿戏了,1,我是谁？我在哪？,1天前·山西,0.907422419557249,有意向,山西,2023-05-04 22:22:11
540,冰淇凌,1,起个网名都难,2天前·上海,0.8182313426953005,有意向,上海,2023-05-03 22:22:11
549,什么价格,0,?,1小时前·山东,0.5664505672609401,有意向,山东,2023-05-05 21:22:11
589,1天前·江苏,0,爱中医,1天前·江苏,0.5010388743244854,有意向,江苏,2023-05-04 22:22:11
588,这款车安全系统好。,1,未来还有梦,1天前·江苏,0.811446073602616,有意向,江苏,2023-05-04 22:22:11
578,什么价位，说出来让我死心,0,果汁h,1天前·河南,0.5249896688855993,有意向,河南,2023-05-04 22:22:11
580,谁是你兄弟，我是你哥哥,1,…………？,1天前·河南,0.940171070494878,有意向,河南,2023-05-04 22:22:11
572,裤,1,人生苦短，必须性感,1天前·浙江,0.9090909090909091,有意向,浙江,2023-05-04 22:22:11
571,我只能看看听听。,1,用户2449553304727,1天前·浙江,0.7113888178313384,有意向,浙江,2023-05-04 22:22:11
570,不错,0,草千里,1天前·浙江,0.8612132352941176,有意向,浙江,2023-05-04 22:22:11
582,只要有油车，我不会买电车，不要问为什么,1,╭? 曾经沧海???,1天前·河北,0.8164445668269332,有意向,河北,2023-05-04 22:22:11
565,：沃尔沃一切从最大的安全角度考虑。,0,老韩,1天前·湖北,0.6993988484987251,有意向,湖北,2023-05-04 22:22:11
584,上牌能过吗？,0,厚爱,1天前·江苏,0.5,有意向,江苏,2023-05-04 22:22:11
563,感觉空间有点儿挤,0,友吖吖,1天前·湖北,0.5739130496073471,有意向,湖北,2023-05-04 22:22:11
561,值得推荐,1,听风说梦,1天前·湖北,0.8252463304291212,有意向,湖北,2023-05-04 22:22:11
560,灯坏了贼贵,0,白面书生,1天前·湖南,0.6955751605794128,有意向,湖南,2023-05-04 22:22:11
559,按这个节奏下去，变形金刚也快运用到市场了,0,小英子,1天前·福建,0.917635753843306,有意向,福建,2023-05-04 22:22:11
558,我看着怎么像呲牙呐,1,有一个姑娘,1天前·福建,0.6689164389751296,有意向,福建,2023-05-04 22:22:11
557,叫小杨哥把价格打下来,1,鲍你满亿,1天前·福建,0.7624374533747879,有意向,福建,2023-05-04 22:22:11
555,@,1,Mr.冯,1天前·辽宁,0.8333333333333333,有意向,辽宁,2023-05-04 22:22:11
553,有意思,1,用户2898814869763,1天前·辽宁,0.8369565217391306,有意向,辽宁,2023-05-04 22:22:11
587,都是@终极小腾 介绍过的,0,汽车！纺织面料之家~哦哦哦,1天前·江苏,0.9485692347861756,有意向,江苏,2023-05-04 22:22:11
531,价格呢,1,山东枣庄矿山机械设备有限公司,2天前·山东,0.5664505672609401,有意向,山东,2023-05-03 22:22:11
598,车标好肉醉,1,源森森,1天前·山西,0.6458053316080995,有意向,山西,2023-05-04 22:22:11
599,还是老徐是个爷们,0,钢铁是怎样炼成的,1天前·山东,0.7282560153541967,有意向,山东,2023-05-04 22:22:11
528,这个灯装燃油车上就巴适了,1,月@月,2天前·广东,0.9151696377074625,有意向,广东,2023-05-03 22:22:11
498,沃尔沃漂亮,2,强强,3天前·上海,0.8897790741653917,有意向,上海,2023-05-02 22:22:11
619,奈斯,2,秋叶,18小时前·新疆,0.9082846204657966,有意向,新疆,2023-05-05 04:22:11
497,这外观是实习生设计的吗,1,清风图文广告,3天前·云南,0.9538776184065444,有意向,云南,2023-05-02 22:22:11
620,介绍一下宝马吧,1,哥是传说1,18小时前·山东,0.5783944464371586,有意向,山东,2023-05-05 04:22:11
621,可以可以,2,星星辉_,17小时前·福建,0.5262327818078083,有意向,福建,2023-05-05 05:22:11
496,又被充值了,1,暖阳°C,3天前·云南,0.5,有意向,云南,2023-05-02 22:22:11
495,高端大气上档次！,1,宁静致远,3天前·云南,0.9930556682288317,有意向,云南,2023-05-02 22:22:11
494,EX90可能会刷新国人对沃尔沃成熟内敛的认知了，看看这电车本身的卓越动力性能，再加上这配备的成熟智能驾驶,0,咖喱嘛啾啾,3天前·内蒙古,0.9997826420097452,有意向,内蒙古,2023-05-02 22:22:11
493,@这道题我不会做！ @那你报警吧 @执着的自恋狂 @豪弟儿,0,玩儿,3天前·北京,0.9977678667429364,有意向,北京,2023-05-02 22:22:11
622,@,1,M&v甜品店,17小时前·广东,0.8333333333333333,有意向,广东,2023-05-05 05:22:11
623,豪车,1,蔷薇,17小时前·山东,0.5,有意向,山东,2023-05-05 05:22:11
491,这个确实,1,隔壁大哥,3天前·北京,0.6538461538461541,有意向,北京,2023-05-02 22:22:11
490,已经好多大主播充值了,1,鱼竹992,3天前·北京,0.5221157542375153,有意向,北京,2023-05-02 22:22:11
489,比亚迪电车就是好,1,风过叶起叶落,3天前·北京,0.9745190910470024,有意向,北京,2023-05-02 22:22:11
488,3天前·吉林,0,高化君,3天前·吉林,0.8410275226118887,有意向,吉林,2023-05-02 22:22:11
625,猴哥 10以内那辆车最值得入手？,2,用户953642873383,16小时前·广西,0.9210166598919635,有意向,广西,2023-05-05 06:22:11
487,等猴哥说仰望u8,1,九月.有点黑,3天前·四川,0.5126498234555585,有意向,四川,2023-05-02 22:22:11
500,以点赞，望白送,3,记得关注,3天前·上海,0.6369675138971487,有意向,上海,2023-05-02 22:22:11
484,@星如漾,0,你吃不吃糖,3天前·安徽,0.6913930543457991,有意向,安徽,2023-05-02 22:22:11
618,好车会眨眼睛,1,螃蟹吃龙虾,18小时前·湖北,0.7003675920217552,有意向,湖北,2023-05-05 04:22:11
616,大家早上好,2,LlLy,19小时前·黑龙江,0.5129551081188922,有意向,黑龙江,2023-05-05 03:22:11
527,这个车要是能做到50W就很有机会，现在都卷成什么样了,1,Luuuuke,2天前·广东,0.7206801611937327,有意向,广东,2023-05-03 22:22:11
602,1天前·山东,0,木美颜,1天前·山东,0.7131795463936678,有意向,山东,2023-05-04 22:22:11
603,车很漂亮美,1,′,1天前·安徽,0.9870163746265925,有意向,安徽,2023-05-04 22:22:11
524,已经买了xc40纯电，接受它油改电，其他我都挺喜欢的,1,名字是什么不重要了,2天前·广东,0.718671156089042,有意向,广东,2023-05-03 22:22:11
521,修理费越来越高,1,苏北鲜食玉米花菜甘蓝,2天前·江苏,0.6907649319074164,有意向,江苏,2023-05-03 22:22:11
520,高端大气上档次！,1,万,2天前·江苏,0.9930556682288317,有意向,江苏,2023-05-03 22:22:11
518,2天前·河北,0,文文,2天前·河北,0.8400161844075452,有意向,河北,2023-05-03 22:22:11
607,时尚科技,1,希望,1天前·四川,0.9486239661283793,有意向,四川,2023-05-04 22:22:11
514,10万以内的6座车，买什么,0,用户5778382817356,2天前·河南,0.7648333940796104,有意向,河南,2023-05-03 22:22:11
610,卖车的真多,1,～好运来～,1天前·北京,0.5042906456488253,有意向,北京,2023-05-04 22:22:11
512,猴哥 沃尔沃EX90.什么价知道不？,1,健康就是福,2天前·浙江,0.6612077287759545,有意向,浙江,2023-05-03 22:22:11
511,2天前·湖北,1,润生,2天前·湖北,0.6363915027624426,有意向,湖北,2023-05-03 22:22:11
508,讲的好，值得信赖的,1,翟德信,2天前·贵州,0.9956695830304784,有意向,贵州,2023-05-03 22:22:11
613,这是眨眼吗？感觉像咬牙,0,坚守道心看破一切,1天前·上海,0.8310692394389861,有意向,上海,2023-05-04 22:22:11
577,@,1,东北人,1天前·河南,0.8333333333333333,有意向,河南,2023-05-04 22:22:11
505,这个车好，大家都知道了,0,卡哇伊的草帽,2小时前·安徽,0.6392137450338461,有意向,安徽,2023-05-05 20:22:11
504,杠精真多,0,大悟无言,2小时前·山东,0.6935123767023921,有意向,山东,2023-05-05 20:22:11
